"Name","Description","Fulladdress","Street","Municipality","Categories","About","Plus.Code","Time.Zone","Price","Note","Amenities","Hotel.Class","Phone","Phones","Claimed","Owner","Owner.Id","Owner.Link","Email","Social.Medias","Review.Count","Average.Rating","Review.URL","Google.Maps.URL","Google.Knowledge.URL","Latitude","Longitude","Website","Domain","Opening.Hours","Featured.Image","Cid","Fid","Place.Id","Kgmid","Type","Cuisine"
"Richmond Club Hotel","Contemporary bar with booth seating & chequered floors, serving boutique burgers & craft beer.","100 Swan St, Richmond VIC 3121","100 Swan St","Richmond VIC 3121","Pub, Bar, Restaurant","Service options: [Outdoor seating, Delivery, Takeaway, Dine-in], Highlights: [Great cocktails, Live music, Live performances, Quiz night, Rooftop seating, Good for watching sport], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible toilet], Offerings: [Alcohol, Beer, Cocktails, Dancing, Food, Food at bar, Happy-hour drinks, Spirits, Wine], Dining options: [Seating], Amenities: [Toilets], Atmosphere: [Casual], Crowd: [Good for groups], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments], Parking: [Paid street parking, ]","4RJ65XFV+R8","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9428 6722","(03) 9428 6722, +61 3 9428 6722","YES","Richmond Club Hotel (owner)",1.08554085090611e+20,"https://www.google.com/maps/contrib/108554085090610782072","",NA,1456,4.1,"https://search.google.com/local/reviews?placeid=ChIJ-Ux2YpJC1moRyvcGXHFGMP8&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=18388274731242944458","https://www.google.com/search?kgmid=/g/1wnf15md",-37.8254126,144.9932511,"http://www.richmondclubhotel.com.au/","richmondclubhotel.com.au","Thursday: [12-11 pm], Friday: [12 pm-1 am], Saturday: [12 pm-1 am], Sunday: [12-11 pm], Monday: [12-11 pm], Tuesday: [12-11 pm], Wednesday: [12-11 pm]","https://lh5.googleusercontent.com/p/AF1QipM_d8gmkCnLJI9QsxqhpLi6MVjw3TH_i5D-cpwf=w138-h92-k-no",18388274731242944512,"0x6ad6429262764cf9:0xff3046715c06f7ca","ChIJ-Ux2YpJC1moRyvcGXHFGMP8","/g/1wnf15md","Rooftop Bar","Other"
"Coffea Coffee","","521 Elizabeth St, Melbourne VIC 3000","521 Elizabeth St","Melbourne VIC 3000","Cafe, Breakfast restaurant, Coffee roasters, Coffee shop, Countertop store","Service options: [On-site services, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible seating], Offerings: [Alcohol, Beer, Coffee, Vegan options, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Dessert, Seating], Amenities: [Bar on site], Atmosphere: [Casual, Cosy], Planning: [Doesn't accept reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Parking: [Paid street parking]","4RJ65XV5+8Q","Australia/Melbourne","$1–20",NA,NA,NA,"(03) 9326 7388","(03) 9326 7388, +61 3 9326 7388","YES","Coffea Coffee (owner)",1.06090555620549e+20,"https://www.google.com/maps/contrib/106090555620549033283","","",127,4,"https://search.google.com/local/reviews?placeid=ChIJj-K9nTRd1moRQj_vmoYrgkE&q=breakfast&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=4720383216562683714","https://www.google.com/search?kgmid=/g/1ttywwrz",-37.8066921,144.9594364,"http://www.coffeacoffee.com.au/","coffeacoffee.com.au","Thursday: [7 am-3 pm], Friday: [7 am-3 pm], Saturday: [7 am-3 pm], Sunday: [9 am-3 pm], Monday: [Closed], Tuesday: [7 am-3 pm], Wednesday: [Closed]","https://lh5.googleusercontent.com/p/AF1QipN_q7q9DmLGWFuQI6Rs7boPNRPJqoLzHWTwyIrA=w161-h92-k-no",4720383216562683904,"0x6ad65d349dbde28f:0x41822b869aef3f42","ChIJj-K9nTRd1moRQj_vmoYrgkE","/g/1ttywwrz","Breakfast","Other"
"Smoothme Superfood Bar","","Shop 6/120 Spencer Street (enter from Francis st 20m up from, Spencer St, Melbourne VIC 3000","Shop 6/120 Spencer Street (enter from Francis st 20m up from","Spencer St","Health food restaurant, Breakfast restaurant, Juice shop, Lunch restaurant, Vegan restaurant","Service options: [Delivery, Takeaway, Dine-in], Offerings: [Coffee, Vegetarian options], Dining options: [Breakfast, Brunch, Catering, Counter service, Dessert, Seating], Amenities: [Wi-Fi, ], Payments: [Credit cards, Mobile payments]","4RJ65XJ3+MQ","Australia/Melbourne","$$",NA,NA,NA,"","","YES","Smoothme Superfood Bar (owner)",1.13626686391663e+20,"https://www.google.com/maps/contrib/113626686391663030413","","",99,4.5,"https://search.google.com/local/reviews?placeid=ChIJiyUkFk5d1moRkOEYGPGxycs&q=breakfast&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=14684463709067731344","https://www.google.com/search?kgmid=/g/11dymm4rtc",-37.8183333,144.9544444,"","","","https://lh5.googleusercontent.com/p/AF1QipM__NnKr8UttIQpkXBWD0yOMEkVO1SUQWR0EOzJ=w92-h92-k-no",14684463709067730944,"0x6ad65d4e1624258b:0xcbc9b1f11818e190","ChIJiyUkFk5d1moRkOEYGPGxycs","/g/11dymm4rtc","Breakfast","Other"
"Mr. Summit Cafe & Bar","","165 City Rd, Southbank VIC 3006","165 City Rd","Southbank VIC 3006","Coffee shop, Bar, Cafe, Cocktail bar","Service options: [Outdoor seating, On-site services, Takeaway, Dine-in, No delivery], Highlights: [Live music, Live performances], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating], Offerings: [Alcohol, Beer, Cocktails, Coffee, Happy-hour drinks, Small plates, Spirits, Wine], Dining options: [Breakfast, Brunch, Lunch, Dessert, Seating], Amenities: [Bar on site, Toilets, Wi-Fi, ], Atmosphere: [Casual, Cosy], Crowd: [Family friendly, Good for groups], Payments: [Credit cards], Children: [Good for kids], Pets: [Dogs allowed]","4RJ65XG7+82","Australia/Melbourne","$1–20",NA,NA,NA,"","","YES","Mr. Summit Cafe & Bar (owner)",1.17709114962875e+20,"https://www.google.com/maps/contrib/117709114962874932096","","",402,4.8,"https://search.google.com/local/reviews?placeid=ChIJHWiH2NdD1moRR9gKukGGYfI&q=coffee+shop&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=17465388446771763271","https://www.google.com/search?kgmid=/g/11qgbt3rj4",-37.8241587,144.9625655,"https://www.mrsummit.com.au/","mrsummit.com.au","Tuesday: [6:15 am-3 pm], Wednesday: [6:15 am-3 pm], Thursday: [6:15 am-3 pm], Friday: [6:15 am-3 pm, 5:30-11 pm], Saturday: [7 am-3 pm, 5:30-11 pm], Sunday: [7 am-3 pm], Monday: [6:15 am-3 pm]","https://lh5.googleusercontent.com/p/AF1QipOlt9XGBbo8Ep3FioHuci-ouZ5rEMZhOaljTQ8I=w80-h106-k-no",17465388446771763200,"0x6ad643d7d887681d:0xf2618641ba0ad847","ChIJHWiH2NdD1moRR9gKukGGYfI","/g/11qgbt3rj4","Coffee Shop","Other"
"Cameo","","650 Lonsdale St, Melbourne VIC 3000","650 Lonsdale St","Melbourne VIC 3000","Bar, Restaurant","Service options: [Takeaway, Dine-in, No delivery], Highlights: [Great cocktails], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet,  Does not have assistive hearing loop], Offerings: [Alcohol, Beer, Cocktails, Food, Food at bar, Spirits, Wine], Dining options: [Seating], Amenities: [Toilets], Crowd: [Good for groups, LGBTQ+ friendly], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, ]","4RJ65XP3+43","Australia/Melbourne","$60–80",NA,NA,NA,"(03) 9122 2859","(03) 9122 2859, +61 3 9122 2859","YES","Cameo (owner)",1.14389747220088e+20,"https://www.google.com/maps/contrib/114389747220088326694","",NA,24,4.3,"https://search.google.com/local/reviews?placeid=ChIJxS4UGCZd1moRoTqBYMrVxEQ&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=4955320555193580193","https://www.google.com/search?kgmid=/g/11tx7y59c6",-37.8146551,144.9526747,"https://www.cameobar.com.au/","cameobar.com.au","Thursday: [5-11 pm], Friday: [5-11 pm], Saturday: [5-11 pm], Sunday: [Closed], Monday: [Closed], Tuesday: [Closed], Wednesday: [5-11 pm]","https://lh5.googleusercontent.com/p/AF1QipNkNYHAENekOd7Ub1sypRjShA0Cca7lNPjNU5FU=w122-h92-k-no",4955320555193580544,"0x6ad65d2618142ec5:0x44c4d5ca60813aa1","ChIJxS4UGCZd1moRoTqBYMrVxEQ","/g/11tx7y59c6","Rooftop Bar","Other"
"Union Club Hotel","Old-school pub with retro decor and a down-to-earth menu, plus a beer garden and a rooftop deck.","164 Gore St, Fitzroy VIC 3065","164 Gore St","Fitzroy VIC 3065","Pub, Restaurant","Service options: [Outdoor seating, On-site services, Dine-in, No delivery, No takeaway], Highlights: [Bar games, Great cocktails, Rooftop seating, Good for watching sport], Accessibility: [Wheelchair-accessible entrance,  Does not have assistive hearing loop, No wheelchair-accessible seating], Offerings: [Alcohol, Beer, Cocktails, Food, Food at bar, Spirits, Wine], Dining options: [Seating], Amenities: [Gender-neutral toilets, Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups, LGBTQ+ friendly, Transgender safe space], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Parking: [Free of charge street parking], Pets: [Dogs allowed]","4RJ65XWJ+CW","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9417 2926","(03) 9417 2926, +61 3 9417 2926","YES","Union Club Hotel (owner)",1.17544458986505e+20,"https://www.google.com/maps/contrib/117544458986505331322","",NA,841,4.4,"https://search.google.com/local/reviews?placeid=ChIJqcKhFt5C1moRjBAVcgg_zVE&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=5894436792804118668","https://www.google.com/search?kgmid=/g/1tfwdmw0",-37.8039028,144.9823278,"http://www.unionclubhotel.com.au/","unionclubhotel.com.au","Thursday: [12-11:30 pm], Friday: [12 pm-1 am], Saturday: [12 pm-1 am], Sunday: [12 pm-1 am], Monday: [3-11 pm], Tuesday: [3-11:30 pm], Wednesday: [12-11:45 pm]","https://lh5.googleusercontent.com/p/AF1QipMT5sdOll6RXFu7TWQz7rnCHbULiq8UyQlZvNCq=w163-h92-k-no",5894436792804118528,"0x6ad642de16a1c2a9:0x51cd3f087215108c","ChIJqcKhFt5C1moRjBAVcgg_zVE","/g/1tfwdmw0","Rooftop Bar","Other"
"Cherry and Twigs","Single-origin coffee and brekkie in a hip, spacious cafe with a black ceiling and wooden tables.","Shop 1B/555 Flinders Ln, Melbourne VIC 3000","Shop 1B/555 Flinders Ln","Melbourne VIC 3000","Cafe, Breakfast restaurant, Lunch restaurant","Service options: [On-site services, Takeaway, Dine-in, No delivery], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating], Offerings: [Alcohol, Coffee, Healthy options, Vegan options, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Dessert], Amenities: [Toilets, Wi-Fi, ], Atmosphere: [Casual, Cosy], Crowd: [Good for groups, LGBTQ+ friendly], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Parking: [Paid street parking]","4RJ65XH4+X7","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9614 7096","(03) 9614 7096, +61 3 9614 7096","YES","Cherry and Twigs (owner)",1.15237265418256e+20,"https://www.google.com/maps/contrib/115237265418256428510","","",633,4.5,"https://search.google.com/local/reviews?placeid=ChIJJbxbHVJd1moRlmxHO37SS70&q=brunch&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=13640227336023927958","https://www.google.com/search?kgmid=/g/1pzqkfdtz",-37.8200371,144.9557317,"http://www.cherryandtwigs.com.au/","cherryandtwigs.com.au","Thursday: [6:30 am-2:30 pm], Friday: [6:30 am-2:30 pm], Saturday: [7:30 am-2 pm], Sunday: [7:30 am-2 pm], Monday: [6:30 am-2:30 pm], Tuesday: [6:30 am-2:30 pm], Wednesday: [6:30 am-2:30 pm]","https://lh5.googleusercontent.com/p/AF1QipP9svtDKyTGlq9yp3IfI3S4u_v0UWHCiISkAEq2=w92-h92-k-no",13640227336023928832,"0x6ad65d521d5bbc25:0xbd4bd27e3b476c96","ChIJJbxbHVJd1moRlmxHO37SS70","/g/1pzqkfdtz","Brunch","Other"
"Noodle Hut","","136 Station St, Fairfield VIC 3078","136 Station St","Fairfield VIC 3078","Chinese restaurant","Service options: [Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible entrance], Dining options: [Lunch, Dinner], Atmosphere: [Casual], Payments: [Debit cards, Mobile payments, ], Parking: [Free of charge street parking]","4RJ762F9+99","Australia/Melbourne","$1–20",NA,NA,NA,"(03) 9481 2443","(03) 9481 2443, +61 3 9481 2443","NO","Noodle Hut (owner)",NA,"","","",50,4.1,"https://search.google.com/local/reviews?placeid=ChIJJ_1hSIhD1moRYPE3gH9Uk3w&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=8976611388868260192","https://www.google.com/search?kgmid=/g/1wt3nk9n",-37.7765424,145.0183786,"","","Saturday: [11:30 am-8:30 pm], Sunday: [Closed], Monday: [11:30 am-8:30 pm], Tuesday: [11:30 am-8:30 pm], Wednesday: [11:30 am-8:30 pm], Thursday: [11:30 am-8:30 pm], Friday: [11:30 am-8:30 pm]","https://lh5.googleusercontent.com/p/AF1QipOse0fpSBWhiUvVQbQaVFVLNf4aqUhTd0r82Rzr=w163-h92-k-no",8976611388868259840,"0x6ad643884861fd27:0x7c93547f8037f160","ChIJJ_1hSIhD1moRYPE3gH9Uk3w","/g/1wt3nk9n","Restaurant","Chinese"
"Union Electric Bar & Rooftop","Stylish bar with exposed brick walls and a rooftop garden serving a wide variety of cocktails.","13 Heffernan Ln, Melbourne VIC 3000","13 Heffernan Ln","Melbourne VIC 3000","Bar, Cocktail bar, Wine bar","Service options: [Outdoor seating, On-site services, Dine-in, No delivery, No takeaway], Highlights: [Great cocktails, Rooftop seating], Accessibility: [No wheelchair-accessible car park], Offerings: [Alcohol, Beer, Cocktails, Food, Happy-hour drinks, Spirits, Wine], Dining options: [Seating], Amenities: [Gender-neutral toilets, Toilets], Atmosphere: [Casual, Cosy], Crowd: [Good for groups, LGBTQ+ friendly], Planning: [Doesn't accept reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Pets: [Dogs allowed]","4RJ65XQ8+7M","Australia/Melbourne","$20–40",NA,NA,NA,"","","YES","Union Electric Bar & Rooftop (owner)",1.00110858768062e+20,"https://www.google.com/maps/contrib/100110858768061718589","",NA,987,4.6,"https://search.google.com/local/reviews?placeid=ChIJ7_FCh8lC1moRPc7-4Iwg5WE&q=rooftop+bar&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7054080180788055613","https://www.google.com/search?kgmid=/g/11b75ctkf9",-37.8117896,144.9667051,"http://www.unionelectric.com.au/","unionelectric.com.au","Thursday: [5 pm-1 am], Friday: [4 pm-1 am], Saturday: [4 pm-1 am], Sunday: [4 pm-1 am], Monday: [5 pm-1 am], Tuesday: [5 pm-1 am], Wednesday: [5 pm-1 am]","https://lh5.googleusercontent.com/p/AF1QipNGeRIXcBU66yzj3HNTxHeewViVYQIBXzOgk5rC=w137-h92-k-no",7054080180788056064,"0x6ad642c98742f1ef:0x61e5208ce0fece3d","ChIJ7_FCh8lC1moRPc7-4Iwg5WE","/g/11b75ctkf9","Rooftop Bar","Other"
"Persian Halal Restaurant","","4 Jackson Ct, Doncaster East VIC 3109","4 Jackson Ct","Doncaster East VIC 3109","Persian restaurant, Afghan restaurant, Halal restaurant, Kebab shop, Lebanese restaurant, Take Away Restaurant, Middle Eastern restaurant, Restaurant, Turkish restaurant, Vegetarian restaurant","Service options: [Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet], Offerings: [Halal food, Healthy options, Small plates, Vegan options, Vegetarian options], Dining options: [Lunch, Dinner, Catering, Dessert, Seating], Amenities: [Gender-neutral toilets, Toilets], Atmosphere: [Casual], Crowd: [Family friendly, Good for groups, LGBTQ+ friendly, Transgender safe space], Planning: [Reservations required, Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free of charge street parking, Free parking lot, ], Pets: [Dogs allowed outside]","4RJ7646X+MV","Australia/Melbourne","$20–40",NA,NA,NA,"1300 183 919","1300 183 919, +61 1300 183 919","YES","Persian Halal Restaurant (owner)",1.10346100906053e+20,"https://www.google.com/maps/contrib/110346100906053151932","","",394,4.4,"https://search.google.com/local/reviews?placeid=ChIJq4NYEQo51moRk_3ZDtIROAo&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=736358132965047699","https://www.google.com/search?kgmid=/g/11scnmf2_h",-37.788369,145.1496769,"https://www.persianhalalrestaurant.com.au/","persianhalalrestaurant.com.au","Saturday: [12-10 pm], Sunday: [12-9 pm], Monday: [Closed], Tuesday: [12-9 pm], Wednesday: [12-9 pm], Thursday: [12-9 pm], Friday: [12-10 pm]","https://lh5.googleusercontent.com/p/AF1QipOXvJrdlZvAcE_Kz_0uO2IcHHxNiYYYpKobPxMp=w138-h92-k-no",736358132965047680,"0x6ad6390a115883ab:0xa3811d20ed9fd93","ChIJq4NYEQo51moRk_3ZDtIROAo","/g/11scnmf2_h","Restaurant","Mediterranean"
"Two Birds One Stone Cafe South Yarra","Imaginative breakfasts and sandwiches in a bustling, bright cafe with modern light fittings.","12 Claremont St, South Yarra VIC 3141","12 Claremont St","South Yarra VIC 3141","Cafe, Bakery, Breakfast restaurant, Brunch restaurant, Cafeteria, Coffee shop, Coffee store, French restaurant, Take Away Restaurant","Service options: [Outdoor seating, Takeaway, Dine-in, No delivery], Highlights: [Fast service], Accessibility: [Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, No wheelchair-accessible car park], Offerings: [Alcohol, Beer, Cocktails, Coffee, Healthy options, Organic dishes, Spirits, Vegan options, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Dessert, Seating], Amenities: [Bar on site, Gender-neutral toilets, Toilets], Atmosphere: [Casual, Cosy], Crowd: [Family friendly, Good for groups, LGBTQ+ friendly, Transgender safe space], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, Mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free of charge street parking, Paid parking lot, Paid street parking, ], Pets: [Dogs allowed]","4RJ65X6V+QJ","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9827 1228","(03) 9827 1228, +61 3 9827 1228","YES","Two Birds One Stone Cafe South Yarra (owner)",1.14926281209531e+20,"https://www.google.com/maps/contrib/114926281209531036979","","",1396,4.4,"https://search.google.com/local/reviews?placeid=ChIJb0Hx2qpD1moRvCedtK1H-g4&q=brunch&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=1079253872093767612","https://www.google.com/search?kgmid=/g/11cfdc3zj",-37.8380083,144.9940885,"https://www.twobirdsonestonecafe.com.au/?utm_source=Google&utm_medium=GMB&utm_campaign=GMB","twobirdsonestonecafe.com.au","Thursday: [7 am-3 pm], Friday: [7 am-3 pm], Saturday: [8 am-3 pm], Sunday: [8 am-3 pm], Monday: [7 am-3 pm], Tuesday: [7 am-3 pm], Wednesday: [7 am-3 pm]","https://lh5.googleusercontent.com/p/AF1QipOipBL_rxo39dldIQjtvw1vfm0nvLkFjJT7Px7q=w80-h98-k-no",1079253872093767552,"0x6ad643aadaf1416f:0xefa47adb49d27bc","ChIJb0Hx2qpD1moRvCedtK1H-g4","/g/11cfdc3zj","Brunch","Other"
"Hop & Spice Ascot Vale","","230 Union Rd, Ascot Vale VIC 3032","230 Union Rd","Ascot Vale VIC 3032","Sri Lankan restaurant","Service options: [Delivery, Takeaway, Dine-in], Accessibility: [Wheelchair-accessible entrance], Offerings: [Small plates], Dining options: [Lunch, Dinner, Dessert], Atmosphere: [Casual], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, ], Parking: [Free of charge street parking, ], Pets: [Dogs allowed, Dogs allowed outside]","4RJ66WG8+WF","Australia/Melbourne","$20–40",NA,NA,NA,"(03) 9454 1806","(03) 9454 1806, +61 3 9454 1806","YES","Hop & Spice Ascot Vale (owner)",1.00935065408698e+20,"https://www.google.com/maps/contrib/100935065408698321345","","instagram: https://www.instagram.com/hopandspice
facebook: https://www.facebook.com/hopandspicebraybrook
",241,4.8,"https://search.google.com/local/reviews?placeid=ChIJV2Sg0KFd1moR_jFCcUX0Ewo&q=Restaurants&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=726192544026866174","https://www.google.com/search?kgmid=/g/11vwpm30n9",-37.772656,144.9162167,"https://www.hopandspice.com.au/","hopandspice.com.au","Saturday: [10:30 am-10 pm], Sunday: [10:30 am-10 pm], Monday: [10:30 am-10 pm], Tuesday: [10:30 am-10 pm], Wednesday: [10:30 am-10 pm], Thursday: [10:30 am-10 pm], Friday: [10:30 am-10 pm]","https://lh5.googleusercontent.com/p/AF1QipMMF6N6Li6mlbUTuzCmSQe0aMl7mwq6gmq-XRW7=w80-h142-k-no",726192544026866176,"0x6ad65da1d0a06457:0xa13f445714231fe","ChIJV2Sg0KFd1moR_jFCcUX0Ewo","/g/11vwpm30n9","Restaurant","Other"
